date,open,high,low,close
2014-01-07,9446.250,9518.720,9416.860,9506.200
2014-01-06,9419.440,9468.800,9399.810,9428.000
2014-01-03,9409.660,9453.480,9367.990,9435.150
2014-01-02,9598.250,9620.930,9394.210,9400.040
2013-12-30,9586.530,9594.350,9552.160,9552.160
2013-12-27,9558.550,9589.390,9548.890,9589.390
2013-12-23,9436.490,9488.820,9427.540,9488.820
2013-12-20,9371.080,9413.090,9352.980,9400.180
2013-12-19,9279.680,9351.900,9257.240,9335.740
2013-12-18,9145.350,9190.730,9122.050,9181.750
2013-12-17,9142.750,9161.800,9085.120,9085.120
2013-12-16,9004.620,9187.780,8997.750,9163.560
2013-12-13,9016.780,9046.630,8990.580,9006.460
2013-12-12,9032.670,9060.540,8984.280,9017.000
2013-12-11,9093.260,9153.140,9065.510,9077.110
2013-12-10,9180.290,9223.730,9091.970,9114.440
2013-12-09,9218.810,9225.530,9171.360,9195.170
2013-12-06,9126.150,9195.750,9084.120,9172.410
2013-12-05,9110.530,9172.160,9078.000,9084.950
2013-12-04,9246.890,9253.130,9069.820,9140.630
2013-12-03,9398.190,9404.170,9223.130,9223.400
2013-12-02,9412.950,9424.830,9384.120,9401.960
2013-11-29,9378.550,9424.620,9376.580,9405.300
2013-11-28,9359.500,9399.630,9358.770,9387.370
2013-11-27,9308.960,9363.480,9295.560,9351.130
2013-11-26,9297.650,9316.620,9287.300,9290.070
2013-11-25,9258.220,9323.440,9252.730,9299.950
2013-11-22,9210.690,9230.160,9168.920,9219.040
2013-11-21,9127.890,9210.670,9117.090,9196.080
2013-11-20,9175.640,9236.780,9162.840,9202.070
2013-11-19,9197.470,9217.360,9179.250,9193.290
2013-11-18,9154.230,9253.680,9140.510,9225.430
2013-11-15,9157.600,9188.470,9133.510,9168.690
2013-11-14,9137.480,9151.350,9101.290,9149.660
2013-11-13,9056.710,9074.560,8981.090,9054.830
2013-11-12,9102.990,9124.240,9073.930,9076.480
2013-11-11,9081.580,9124.240,9064.610,9107.860
2013-11-08,9036.590,9079.050,8986.490,9078.280
2013-11-07,9038.470,9193.980,9026.090,9081.030
2013-11-06,9030.470,9065.960,9021.840,9040.870
2013-11-05,9036.180,9041.970,8962.420,9009.110
2013-11-04,9035.910,9053.930,9019.310,9037.230
2013-11-01,9032.290,9048.100,8992.900,9007.830
2013-10-31,8985.480,9037.410,8976.370,9033.920
2013-10-30,9030.310,9070.170,8996.250,9010.270
2013-10-29,8965.750,9022.210,8965.750,9022.040
2013-10-28,9013.050,9017.950,8950.210,8978.650
2013-10-25,8952.780,9010.650,8944.140,8985.740
2013-10-24,8968.500,8987.040,8950.810,8980.630
2013-10-23,8906.910,8932.910,8897.500,8919.860
2013-10-22,8853.870,8987.630,8849.160,8947.460
2013-10-21,8828.470,8876.140,8827.230,8867.220
2013-10-18,8849.770,8865.100,8804.810,8865.100
2013-10-17,8817.110,8829.790,8765.470,8811.980
2013-10-16,8792.990,8861.280,8781.000,8846.000
2013-10-15,8757.130,8820.980,8757.090,8804.440
2013-10-14,8688.450,8727.580,8675.950,8723.810
2013-10-11,8705.030,8729.330,8695.760,8724.830
2013-10-10,8563.390,8694.170,8547.720,8685.770
2013-10-09,8541.080,8589.640,8489.620,8516.690
2013-10-08,8591.020,8610.010,8551.690,8555.890
2013-10-07,8557.040,8604.860,8510.420,8591.580
2013-10-04,8590.910,8639.740,8570.210,8622.970
2013-10-02,8650.710,8672.260,8581.020,8629.420
2013-10-01,8618.590,8691.850,8612.230,8689.140
2013-09-30,8562.850,8606.710,8546.720,8594.400
2013-09-27,8672.820,8691.480,8611.450,8661.510
2013-09-26,8678.820,8688.490,8628.610,8664.100
2013-09-25,8655.040,8681.990,8609.950,8665.630
2013-09-24,8645.240,8672.080,8633.210,8664.600
2013-09-23,8682.940,8699.470,8605.590,8635.290
2013-09-20,8693.320,8713.780,8666.490,8675.730
2013-09-19,8735.110,8770.100,8665.750,8694.180
2013-09-18,8617.450,8645.900,8594.650,8636.060
2013-09-17,8595.560,8613.890,8585.040,8596.950
2013-09-16,8599.650,8626.110,8578.010,8613.000
2013-09-13,8461.310,8518.180,8456.840,8509.420
2013-09-12,8509.490,8516.980,8466.610,8494.000
2013-09-11,8453.320,8502.790,8446.690,8495.730
2013-09-10,8357.690,8464.250,8350.420,8446.540
2013-09-09,8275.010,8310.370,8246.770,8276.320
2013-09-06,8222.210,8295.810,8174.320,8275.670
2013-09-05,8205.560,8257.730,8165.360,8234.980
2013-09-04,8201.560,8206.870,8095.910,8195.920
2013-09-03,8259.370,8264.720,8142.860,8180.710
2013-09-02,8224.340,8268.730,8211.030,8243.870
2013-08-30,8197.720,8201.490,8101.950,8103.150
2013-08-29,8189.020,8199.290,8129.990,8194.550
2013-08-28,8202.860,8219.260,8094.220,8157.900
2013-08-27,8378.930,8423.780,8242.560,8242.560
2013-08-26,8424.070,8437.750,8386.050,8435.150
2013-08-23,8398.280,8438.440,8360.230,8416.990
2013-08-22,8289.300,8425.260,8283.770,8397.890
2013-08-21,8301.060,8310.680,8268.420,8285.410
2013-08-20,8294.870,8319.820,8246.190,8300.030
2013-08-19,8395.020,8395.410,8329.000,8366.290
2013-08-16,8348.420,8402.300,8330.330,8391.940
2013-08-15,8418.940,8422.030,8307.980,8376.290
2013-08-14,8424.880,8457.050,8400.750,8438.120
2013-08-13,8395.820,8444.520,8383.230,8415.760
2013-08-12,8341.960,8371.160,8238.860,8359.250
2013-08-09,8332.530,8374.590,8286.410,8338.310
2013-08-08,8256.400,8341.440,8252.460,8318.320
2013-08-07,8265.330,8281.520,8228.110,8260.480
2013-08-06,8387.930,8435.490,8267.980,8299.730
2013-08-05,8416.110,8435.320,8367.340,8398.380
2013-08-02,8428.580,8431.670,8376.280,8406.940
2013-08-01,8320.380,8411.300,8316.890,8410.730
2013-07-31,8235.220,8295.560,8213.360,8275.970
2013-07-30,8302.140,8333.950,8256.400,8271.020
2013-07-29,8307.120,8324.150,8245.530,8259.030
2013-07-26,8341.780,8362.040,8217.260,8244.910
2013-07-25,8349.520,8356.880,8265.140,8298.980
2013-07-24,8325.060,8415.330,8318.480,8379.110
2013-07-23,8358.620,8365.980,8306.600,8314.230
2013-07-22,8343.280,8374.470,8310.290,8331.060
2013-07-19,8299.010,8336.870,8284.360,8331.570
2013-07-18,8239.380,8337.200,8215.660,8337.090
2013-07-17,8216.700,8269.220,8137.530,8254.720
2013-07-16,8251.510,8252.250,8178.190,8201.050
2013-07-15,8237.920,8271.380,8211.420,8234.810
2013-07-12,8192.910,8244.130,8178.200,8212.770
2013-07-11,8163.560,8176.700,8130.480,8158.800
2013-07-10,8056.510,8081.210,7990.650,8066.480
2013-07-09,8021.130,8086.950,8005.730,8057.750
2013-07-08,7865.920,8015.210,7848.140,7968.540
2013-07-05,8010.440,8031.710,7805.360,7806.000
2013-07-04,7877.910,8015.080,7863.760,7994.310
2013-07-03,7841.180,7841.870,7730.370,7829.320
2013-07-02,7988.920,7988.960,7873.970,7910.770
2013-07-01,8000.020,8023.150,7890.280,7983.920
2013-06-28,8015.530,8037.680,7906.140,7959.220
2013-06-27,7945.920,8025.810,7919.590,7990.750
2013-06-26,7810.370,7960.450,7800.850,7940.990
2013-06-25,7741.130,7842.480,7725.990,7811.300
2013-06-24,7776.880,7823.840,7655.830,7692.450
2013-06-21,7946.320,7987.040,7789.240,7789.240
2013-06-20,8085.670,8085.670,7911.960,7928.480
2013-06-19,8254.570,8285.900,8160.500,8197.080
2013-06-18,8196.440,8241.600,8176.190,8229.510
2013-06-17,8170.750,8265.490,8167.670,8215.730
2013-06-14,8157.880,8188.000,8111.380,8127.960
2013-06-13,8023.370,8110.380,7968.130,8095.390
2013-06-12,8204.910,8246.080,8122.720,8143.270
2013-06-11,8256.190,8260.860,8141.020,8222.460
2013-06-10,8246.040,8355.790,8245.940,8307.690
2013-06-07,8124.880,8279.030,8034.550,8254.680
2013-06-06,8188.820,8235.090,8098.810,8098.810
2013-06-05,8229.230,8293.280,8182.080,8196.180
2013-06-04,8358.680,8384.360,8274.940,8295.960
2013-06-03,8291.490,8395.560,8214.780,8285.800
2013-05-31,8385.380,8401.630,8297.030,8348.840
2013-05-30,8314.200,8416.360,8293.960,8400.200
2013-05-29,8437.210,8445.460,8316.700,8336.580
2013-05-28,8432.460,8526.420,8424.400,8480.870
2013-05-27,8346.600,8386.860,8338.320,8383.300
2013-05-24,8390.160,8391.020,8262.640,8305.320
2013-05-23,8410.060,8412.250,8281.110,8351.980
2013-05-22,8467.560,8557.860,8434.830,8530.890
2013-05-21,8446.780,8476.180,8397.540,8472.200
2013-05-20,8434.970,8456.240,8401.740,8455.830
2013-05-17,8356.260,8408.620,8327.470,8398.000
2013-05-16,8348.540,8401.280,8324.230,8369.870
2013-05-15,8333.610,8368.060,8299.830,8362.420
2013-05-14,8304.500,8339.110,8235.970,8339.110
2013-05-13,8281.950,8294.560,8217.150,8279.290
2013-05-10,8278.450,8358.230,8252.370,8278.590
2013-05-09,8232.500,8274.180,8224.520,8262.550
2013-05-08,8176.880,8253.470,8173.350,8249.710
2013-05-07,8125.820,8206.010,8116.670,8181.780
2013-05-06,8119.220,8148.140,8103.270,8112.080
2013-05-03,7972.280,8130.160,7957.360,8122.290
2013-05-02,7905.350,8005.830,7896.990,7961.710
2013-04-30,7928.420,7965.900,7893.080,7913.710
2013-04-29,7834.020,7873.500,7823.240,7873.500
2013-04-26,7835.590,7840.470,7767.610,7814.760
2013-04-25,7766.610,7838.310,7741.980,7832.860
2013-04-24,7656.760,7767.360,7656.220,7759.030
2013-04-23,7477.030,7664.220,7442.360,7658.210
2013-04-22,7516.060,7538.220,7437.520,7478.110
2013-04-19,7490.110,7531.090,7418.360,7459.960
2013-04-18,7519.670,7556.550,7436.780,7473.730
2013-04-17,7719.560,7722.460,7473.070,7503.030
2013-04-16,7680.780,7739.660,7639.430,7682.580
2013-04-15,7740.540,7773.110,7651.580,7712.630
2013-04-12,7831.870,7838.530,7726.130,7744.770
2013-04-11,7799.310,7885.450,7786.750,7871.630
2013-04-10,7664.160,7822.120,7660.200,7810.630
2013-04-09,7704.350,7723.200,7608.040,7637.510
2013-04-08,7669.040,7698.470,7645.560,7662.640
2013-04-05,7820.690,7825.280,7632.420,7658.750
2013-04-04,7902.860,7927.930,7803.890,7817.390
2013-04-03,7926.880,7953.150,7869.810,7874.750
2013-04-02,7806.120,7949.200,7805.920,7943.870
2013-03-28,7791.140,7842.580,7778.020,7795.310
2013-03-27,7905.960,7916.760,7750.380,7789.090
2013-03-26,7889.150,7912.520,7859.270,7879.670
2013-03-25,7988.270,8030.760,7847.970,7870.900
2013-03-22,7917.640,7953.930,7876.360,7911.350
2013-03-21,7989.590,7999.340,7887.670,7932.510
2013-03-20,7995.590,8030.460,7972.210,8001.970
2013-03-19,7980.540,8000.970,7919.450,7947.790
2013-03-18,7924.040,8020.910,7901.940,8010.700
2013-03-15,8074.030,8074.470,7996.950,8042.850
2013-03-14,8013.250,8060.260,8011.220,8058.370
2013-03-13,7964.770,7978.840,7942.370,7970.910
2013-03-12,7970.830,7999.500,7933.940,7966.120
2013-03-11,7967.460,7989.210,7954.580,7984.290
2013-03-08,7970.660,8015.070,7962.280,7986.470
2013-03-07,7934.190,7956.260,7911.560,7939.770
2013-03-06,7907.390,7977.640,7898.040,7919.330
2013-03-05,7779.620,7883.600,7772.330,7870.310
2013-03-04,7654.670,7708.880,7637.320,7691.680
2013-03-01,7735.350,7767.670,7627.990,7708.160
2013-02-28,7712.200,7753.390,7691.810,7741.700
2013-02-27,7641.840,7679.440,7565.780,7675.830
2013-02-26,7682.240,7683.960,7589.320,7597.110
2013-02-25,7731.800,7860.570,7726.400,7773.190
2013-02-22,7619.810,7681.120,7607.260,7661.910
2013-02-21,7681.610,7688.440,7561.840,7583.570
2013-02-20,7747.210,7784.640,7709.480,7728.900
2013-02-19,7614.100,7762.900,7611.600,7752.450
2013-02-18,7591.080,7629.780,7568.160,7628.730
2013-02-15,7636.260,7649.500,7588.570,7593.510
2013-02-14,7697.890,7729.360,7607.480,7631.190
2013-02-13,7678.480,7737.410,7650.290,7711.890
2013-02-12,7619.120,7661.970,7593.660,7660.190
2013-02-11,7627.720,7676.820,7597.610,7633.740
2013-02-08,7607.570,7655.310,7577.340,7652.140
2013-02-07,7581.370,7661.310,7565.320,7590.850
2013-02-06,7665.880,7694.420,7537.290,7581.180
2013-02-05,7643.540,7677.140,7622.300,7664.660
2013-02-04,7822.540,7837.640,7637.680,7638.230
2013-02-01,7792.590,7853.370,7784.970,7833.390
2013-01-31,7800.450,7812.340,7765.200,7776.050
2013-01-30,7855.680,7863.350,7775.030,7811.310
2013-01-29,7841.960,7857.140,7800.120,7848.570
2013-01-28,7859.830,7871.790,7831.720,7833.000
2013-01-25,7746.780,7865.160,7743.190,7857.970
2013-01-24,7700.530,7753.300,7661.960,7748.130
2013-01-23,7702.920,7731.630,7684.840,7707.540
2013-01-22,7741.880,7746.910,7634.260,7696.210
2013-01-21,7727.770,7749.820,7719.020,7748.860
2013-01-18,7747.130,7753.490,7702.230,7702.230
2013-01-17,7677.280,7764.030,7662.430,7735.460
2013-01-16,7661.610,7694.800,7643.140,7691.130
2013-01-15,7704.050,7735.210,7635.880,7675.910
2013-01-14,7737.610,7785.820,7702.360,7729.520
2013-01-11,7725.930,7731.450,7683.920,7715.530
2013-01-10,7732.140,7773.690,7685.080,7708.470
2013-01-09,7713.570,7734.780,7688.550,7720.470
2013-01-08,7710.700,7754.380,7683.480,7695.830
2013-01-07,7760.010,7767.550,7713.420,7732.660
2013-01-04,7740.990,7779.670,7727.550,7776.370
2013-01-03,7762.130,7777.020,7737.980,7756.440
2013-01-02,7689.460,7789.940,7689.460,7778.780
2012-12-28,7649.890,7665.680,7602.890,7612.390
2012-12-27,7652.270,7676.500,7640.300,7655.880
2012-12-21,7632.410,7653.730,7596.640,7636.230
2012-12-20,7642.990,7675.450,7635.390,7672.100
2012-12-19,7675.330,7682.900,7655.710,7668.500
2012-12-18,7634.280,7667.910,7626.250,7653.580
2012-12-17,7604.160,7627.140,7564.070,7604.940
2012-12-14,7599.030,7619.260,7571.160,7596.470
2012-12-13,7618.620,7618.620,7561.960,7581.980
2012-12-12,7595.200,7626.400,7590.180,7614.790
2012-12-11,7529.240,7596.900,7518.740,7589.750
2012-12-10,7484.950,7536.600,7457.400,7530.920
2012-12-07,7539.780,7553.050,7487.640,7517.800
2012-12-06,7469.540,7554.510,7461.190,7534.540
2012-12-05,7480.590,7482.280,7428.700,7454.550
2012-12-04,7428.130,7466.250,7417.300,7435.120
2012-12-03,7427.410,7487.890,7419.300,7435.210
2012-11-30,7399.090,7442.600,7398.220,7405.500
2012-11-29,7382.550,7416.520,7377.090,7400.960
2012-11-28,7317.490,7351.480,7265.440,7343.410
2012-11-27,7343.010,7361.550,7307.300,7332.330
2012-11-26,7286.690,7312.860,7273.570,7292.030
2012-11-23,7258.330,7311.550,7219.550,7309.130
2012-11-22,7210.460,7253.020,7205.200,7244.990
2012-11-21,7148.910,7194.790,7139.990,7184.710
2012-11-20,7098.130,7186.610,7092.230,7172.990
2012-11-19,7020.230,7130.870,7007.210,7123.840
2012-11-16,7045.630,7059.830,6950.530,6950.530
2012-11-15,7064.990,7079.220,7021.620,7043.420
2012-11-14,7156.340,7182.810,7084.630,7101.920
2012-11-13,7131.600,7185.290,7074.870,7169.120
2012-11-12,7164.680,7196.000,7138.170,7168.760
2012-11-09,7220.690,7222.870,7064.340,7163.500
2012-11-08,7260.350,7287.000,7184.180,7204.960
2012-11-07,7425.080,7434.960,7226.600,7232.830
2012-11-06,7336.460,7388.980,7319.730,7377.760
2012-11-05,7320.980,7337.470,7304.450,7326.470
2012-11-02,7336.520,7391.040,7314.680,7363.850
2012-11-01,7255.300,7356.180,7255.110,7335.670
2012-10-31,7305.070,7347.510,7260.630,7260.630
2012-10-30,7239.690,7292.830,7239.040,7284.400
2012-10-29,7205.050,7225.320,7171.960,7203.160
2012-10-26,7161.730,7257.370,7147.510,7231.850
2012-10-25,7203.120,7256.220,7181.450,7200.230
2012-10-24,7202.030,7216.130,7120.680,7192.850
2012-10-23,7339.160,7343.600,7153.800,7173.690
2012-10-22,7372.360,7390.100,7313.240,7328.050
2012-10-19,7413.690,7430.120,7363.500,7380.640
2012-10-18,7401.410,7447.810,7389.010,7437.230
2012-10-17,7381.080,7399.990,7367.590,7394.550
2012-10-16,7309.080,7387.780,7293.900,7376.270
2012-10-15,7237.400,7302.230,7237.400,7261.250
2012-10-12,7260.570,7291.240,7232.420,7232.490
2012-10-11,7192.750,7305.460,7182.310,7281.700
2012-10-10,7219.460,7245.170,7201.090,7205.230
2012-10-09,7306.330,7308.130,7221.500,7234.530
2012-10-08,7340.390,7341.280,7286.240,7291.210
2012-10-05,7327.700,7409.780,7312.790,7397.870
2012-10-04,7368.210,7374.860,7283.480,7305.210
2012-10-02,7278.130,7373.150,7266.110,7305.860
2012-10-01,7227.810,7339.200,7225.290,7326.730
2012-09-28,7330.610,7337.170,7215.950,7216.150
2012-09-27,7313.150,7324.970,7268.690,7290.020
2012-09-26,7362.980,7362.980,7255.770,7276.510
2012-09-25,7406.220,7438.890,7369.390,7425.110
2012-09-24,7419.650,7440.490,7388.200,7413.160
2012-09-21,7409.340,7478.530,7391.060,7451.620
2012-09-20,7322.620,7390.460,7313.140,7389.490
2012-09-19,7387.180,7396.120,7326.240,7390.760
2012-09-18,7350.090,7375.000,7304.250,7347.690
2012-09-17,7390.290,7414.220,7382.470,7403.690
2012-09-14,7397.980,7446.470,7388.790,7412.130
2012-09-13,7341.780,7353.220,7280.230,7310.320
2012-09-12,7331.580,7410.360,7307.480,7343.530
2012-09-11,7197.200,7313.480,7186.630,7310.110
2012-09-10,7207.960,7233.920,7203.650,7213.700
2012-09-07,7183.920,7248.510,7182.600,7214.500
2012-09-06,6984.310,7172.320,6977.860,7167.330
2012-09-05,6941.660,7003.530,6892.860,6964.690
2012-09-04,7012.990,7015.710,6920.000,6932.580
2012-09-03,6946.610,7016.310,6944.250,7014.830
2012-08-31,6897.730,7011.450,6889.790,6970.790
2012-08-30,6962.290,6978.500,6871.000,6895.490
2012-08-29,7003.020,7029.800,6945.710,7010.570
2012-08-28,7004.050,7031.160,6976.010,7002.680
2012-08-27,6960.020,7049.480,6946.080,7047.450
2012-08-24,6957.600,6990.070,6885.980,6971.070
2012-08-23,7065.990,7080.740,6923.070,6949.570
2012-08-22,7048.300,7051.770,7005.260,7017.750
2012-08-21,7048.790,7105.430,7041.730,7089.320
2012-08-20,7037.020,7086.220,7008.970,7033.680
2012-08-17,7011.370,7041.110,7000.850,7040.880
2012-08-16,6958.390,7001.400,6929.430,6996.290
2012-08-15,6953.010,6972.640,6910.390,6946.800
2012-08-14,6965.040,6995.030,6939.500,6974.390
2012-08-13,6935.510,6976.310,6882.030,6909.680
2012-08-10,6927.710,6955.380,6891.900,6944.560
2012-08-09,6979.410,6989.150,6891.490,6964.990
2012-08-08,6944.890,6966.150,6907.290,6966.150
2012-08-07,6909.280,6979.630,6902.860,6967.950
2012-08-06,6845.880,6943.320,6845.880,6918.720
2012-08-03,6626.300,6876.740,6621.360,6865.660
2012-08-02,6756.160,6855.710,6596.210,6606.090
2012-08-01,6775.990,6800.100,6735.890,6754.460
2012-07-31,6780.620,6835.190,6756.180,6772.260
2012-07-30,6729.190,6796.610,6703.260,6774.060
2012-07-27,6605.420,6690.430,6513.970,6689.400
2012-07-26,6393.200,6595.580,6324.530,6582.960
2012-07-25,6387.840,6475.330,6375.150,6406.520
2012-07-24,6420.820,6456.000,6378.000,6390.410
2012-07-23,6561.870,6572.110,6371.150,6419.330
2012-07-20,6741.900,6775.740,6620.720,6630.020
2012-07-19,6706.990,6773.500,6698.870,6758.390
2012-07-18,6601.710,6690.660,6578.860,6684.420
2012-07-17,6583.770,6610.810,6542.890,6577.640
2012-07-16,6550.950,6577.060,6511.180,6565.720
2012-07-13,6446.220,6557.100,6436.090,6557.100
2012-07-12,6410.940,6448.220,6366.770,6419.350
2012-07-11,6413.170,6496.530,6399.400,6453.850
2012-07-10,6397.460,6491.400,6349.620,6438.330
2012-07-09,6408.640,6420.780,6375.690,6387.570
2012-07-06,6508.220,6533.790,6407.840,6410.110
2012-07-05,6561.770,6641.860,6475.920,6535.560
2012-07-04,6564.300,6573.860,6525.510,6564.800
2012-07-03,6508.330,6578.210,6505.390,6578.210
2012-07-02,6405.390,6520.400,6390.550,6496.080
2012-06-29,6296.740,6416.280,6261.740,6416.280
2012-06-28,6232.120,6240.090,6096.940,6149.910
2012-06-27,6155.910,6230.510,6131.300,6228.990
2012-06-26,6157.840,6165.280,6109.930,6136.690
2012-06-25,6229.430,6229.430,6118.720,6132.390
2012-06-22,6273.100,6318.060,6256.340,6263.250
2012-06-21,6357.250,6427.490,6331.790,6343.130
2012-06-20,6364.060,6402.210,6333.970,6392.130
2012-06-19,6254.770,6375.270,6233.250,6363.360
2012-06-18,6304.770,6316.140,6221.870,6248.200
2012-06-15,6164.560,6251.590,6158.780,6229.410
2012-06-14,6146.920,6167.490,6078.220,6138.610
2012-06-13,6183.800,6221.360,6093.610,6152.490
2012-06-12,6141.920,6211.140,6083.810,6161.240
2012-06-11,6255.650,6287.540,6130.280,6141.050
2012-06-08,6082.630,6144.760,6053.950,6130.820
2012-06-07,6117.760,6230.220,6099.080,6144.220
2012-06-06,6028.360,6102.420,5996.410,6093.990
2012-06-05,5999.860,6011.560,5914.430,5969.400
2012-06-04,5976.460,6030.810,5942.380,5978.230
2012-06-01,6259.760,6259.760,6008.470,6050.290
2012-05-31,6297.680,6322.690,6208.090,6264.380
2012-05-30,6360.790,6392.210,6258.890,6280.800
2012-05-29,6396.650,6441.260,6334.750,6396.840
2012-05-28,6425.100,6426.270,6311.330,6323.190
2012-05-25,6334.150,6406.960,6279.550,6339.940
2012-05-24,6338.120,6351.100,6244.480,6315.890
2012-05-23,6352.430,6373.790,6258.850,6285.750
2012-05-22,6381.830,6446.000,6351.020,6435.600
2012-05-21,6269.310,6364.400,6244.020,6331.040
2012-05-18,6254.820,6335.550,6229.300,6271.220
2012-05-17,6401.150,6413.050,6291.100,6308.960
2012-05-16,6344.920,6442.970,6297.380,6384.260
2012-05-15,6501.930,6509.650,6353.260,6401.060
2012-05-14,6499.790,6520.860,6404.280,6451.970
2012-05-11,6465.190,6589.010,6454.210,6579.930
2012-05-10,6531.150,6549.770,6440.230,6518.000
2012-05-09,6483.270,6506.210,6375.790,6475.310
2012-05-08,6548.740,6576.720,6415.030,6444.740
2012-05-07,6515.940,6578.950,6410.030,6569.480
2012-05-04,6682.960,6684.890,6546.000,6561.470
2012-05-03,6749.270,6791.750,6648.500,6694.440
2012-05-02,6861.300,6875.870,6664.570,6710.770
2012-04-30,6844.100,6846.660,6759.900,6761.190
2012-04-27,6662.310,6825.410,6652.510,6801.320
2012-04-26,6702.610,6750.650,6642.040,6739.900
2012-04-25,6622.960,6733.340,6622.900,6704.500
2012-04-24,6566.110,6604.540,6508.100,6590.410
2012-04-23,6666.790,6668.120,6499.070,6523.000
2012-04-20,6689.710,6760.260,6651.800,6750.120
2012-04-19,6775.460,6807.120,6665.310,6671.220
2012-04-18,6780.490,6812.840,6718.100,6732.030
2012-04-17,6625.710,6801.150,6616.950,6801.000
2012-04-16,6556.300,6675.390,6548.390,6625.190
2012-04-13,6732.070,6743.010,6552.320,6583.900
2012-04-12,6710.370,6761.780,6651.810,6743.240
2012-04-11,6628.660,6722.520,6603.070,6674.730
2012-04-10,6694.720,6737.920,6606.430,6606.430
2012-04-05,6817.850,6831.360,6685.800,6775.260
2012-04-04,6940.610,6944.400,6772.950,6784.060
2012-04-03,7053.910,7081.060,6981.210,6982.280
2012-04-02,6973.990,7057.200,6911.630,7056.650
2012-03-30,6924.820,6959.710,6898.910,6946.830
2012-03-29,6980.090,6993.740,6841.970,6875.150
2012-03-28,7056.050,7110.540,6998.800,6998.800
2012-03-27,7106.770,7153.680,7075.160,7078.900
2012-03-26,7022.640,7102.050,6969.970,7079.230
2012-03-23,6986.900,7026.900,6908.970,6995.620
2012-03-22,7053.420,7071.090,6938.200,6981.260
2012-03-21,7088.760,7114.010,7012.040,7071.320
2012-03-20,7121.920,7124.630,7032.070,7054.940
2012-03-19,7143.930,7154.830,7095.130,7154.220
2012-03-16,7145.780,7194.330,7142.750,7157.820
2012-03-15,7093.970,7153.110,7072.270,7144.450
2012-03-14,7028.920,7099.340,7028.150,7079.420
2012-03-13,6957.250,7020.040,6941.960,6995.910
2012-03-12,6868.970,6911.270,6846.900,6901.350
2012-03-09,6848.520,6912.420,6830.630,6880.210
2012-03-08,6723.330,6838.390,6703.890,6834.540
2012-03-07,6638.480,6682.680,6612.610,6671.110
2012-03-06,6835.970,6840.330,6633.110,6633.110
2012-03-05,6876.890,6902.580,6815.470,6866.460
2012-03-02,6944.450,6954.890,6904.100,6921.370
2012-03-01,6831.970,6949.450,6817.730,6941.770
2012-02-29,6914.660,6967.140,6843.270,6856.080
2012-02-28,6867.230,6900.510,6809.220,6887.630
2012-02-27,6817.460,6868.580,6743.650,6849.600
2012-02-24,6871.250,6890.900,6826.340,6864.430
2012-02-23,6838.940,6903.510,6733.590,6809.460
2012-02-22,6914.680,6915.180,6821.800,6843.870
2012-02-21,6936.910,6971.030,6873.540,6908.180
2012-02-20,6892.040,6956.670,6878.530,6948.250
2012-02-17,6811.020,6874.530,6794.890,6848.030
2012-02-16,6665.240,6751.960,6651.720,6751.960
2012-02-15,6807.550,6830.100,6736.560,6757.940
2012-02-14,6712.680,6788.570,6698.320,6728.190
2012-02-13,6748.680,6774.600,6709.630,6738.470
2012-02-10,6730.540,6751.080,6649.560,6692.960
2012-02-09,6782.140,6838.130,6746.100,6788.800
2012-02-08,6800.720,6829.880,6735.670,6748.760
2012-02-07,6772.750,6788.770,6682.890,6754.200
2012-02-06,6752.030,6781.430,6714.820,6764.830
2012-02-03,6649.570,6767.460,6635.630,6766.670
2012-02-02,6640.050,6667.980,6606.370,6655.630
2012-02-01,6482.950,6630.480,6482.560,6616.640
2012-01-31,6489.040,6533.220,6450.100,6458.910
2012-01-30,6454.540,6491.520,6414.330,6444.450
2012-01-27,6507.770,6574.190,6484.350,6511.980
2012-01-26,6453.620,6559.070,6430.370,6539.850
2012-01-25,6448.870,6456.570,6366.650,6421.850
2012-01-24,6372.490,6420.050,6339.000,6419.220
2012-01-23,6387.330,6467.340,6349.690,6436.620
2012-01-20,6410.750,6431.260,6371.690,6404.390
2012-01-19,6377.240,6420.350,6333.700,6416.260
2012-01-18,6330.430,6399.430,6280.520,6354.570
2012-01-17,6301.910,6343.040,6270.970,6332.930
2012-01-16,6120.400,6232.210,6104.110,6220.010
2012-01-13,6242.490,6245.380,6063.660,6143.080
2012-01-12,6160.090,6256.950,6148.850,6179.210
2012-01-11,6148.450,6181.610,6106.030,6152.340
2012-01-10,6090.870,6191.290,6069.360,6162.980
2012-01-09,6061.260,6076.590,5987.750,6017.230
2012-01-06,6114.640,6152.560,6012.640,6057.920
2012-01-05,6121.340,6130.100,6040.940,6095.990
2012-01-04,6141.260,6163.480,6088.060,6111.550
2012-01-03,6124.110,6179.030,6108.620,6166.570
2012-01-02,5900.180,6075.520,5900.180,6075.520
2011-12-30,5867.030,5898.350,5817.710,5898.350
2011-12-29,5804.130,5848.780,5775.790,5848.780
2011-12-28,5875.870,5901.350,5771.270,5771.270
2011-12-27,5900.700,5924.380,5877.980,5889.760
2011-12-23,5905.180,5913.410,5844.640,5878.930
2011-12-22,5830.130,5886.180,5820.440,5852.180
2011-12-21,5918.720,5965.350,5771.620,5791.530
2011-12-20,5652.610,5847.710,5637.530,5847.030
2011-12-19,5651.740,5775.240,5644.190,5670.710
